Agency|SKU|YearMonth|Volume|Max_Temp|Soda_Volume|indy_Volume|Count|avg_pop17|avg_HHI17|Price_HL|Sales2HL|Promotions|Easter_Day|GoodFriday|NewYear|Xmas|LaborDay|Independence_Day|RevolutionDayMem|Regional_Games|FIFA_U17_WCup|Football_Gold_Cup|Beer_Capital|MusicFest|err|Rev
Agency_20|SKU_05|201707|3040.809|27.65113122|926635433.0|670015726.0|1|1825752.0|102317.0|1900.0219550000002|1493.531786|406.490169|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||4541544.896654874
Agency_20|SKU_05|201708|3389.703|28.41741071|1049868815.0|623319783.0|1|1825752.0|102317.0|1903.427902|1476.785231|426.642671|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||5005863.327876393
Agency_20|SKU_05|201709|3468.55575|27.59111111|984438234.0|604571152.0|1|1825752.0|102317.0|1904.907641|1307.642656|597.2649849999999|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0||4535631.453414072
Agency_20|SKU_05|201710|2462.4504|27.55882353|996763883.0|616747012.0|1|1825752.0|102317.0|1904.1211870000002|1451.3251460000001|452.796041|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||3573816.186297759
Agency_20|SKU_05|201711|3388.04175|27.67409091|967899589.0|592195062.0|1|1825752.0|102317.0|1902.437356|1467.911298|434.52605800000003|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0||4973344.762920692
Agency_20|SKU_05|201712|3360.1815|23.08106889|919709619.0|618073219.0|1|1825752.0|102317.0|1904.506214|1502.630096|401.876118|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||5049109.849922424
Agency_20|SKU_07|201301|8.85|22.21973684|718394219.0|492612703.0|1|1825752.0|102317.0|1104.1122560000001|1104.1122560000001|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||9771.3934656
Agency_20|SKU_07|201302|7.5225|25.6375|753938444.0|431937346.0|1|1825752.0|102317.0|1103.212591|1103.212591|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||8298.916715797499
Agency_20|SKU_07|201303|9.735|24.92565217|892192092.0|509281531.0|1|1825752.0|102317.0|1126.078928|1126.078928|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0||10962.37836408
Agency_20|SKU_07|201304|7.5225|27.93073593|838099501.0|532390389.0|1|1825752.0|102317.0|1146.512489|1146.512489|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||8624.6401985025
Agency_20|SKU_07|201305|13.7175|27.55502183|864420003.0|551755254.0|1|1825752.0|102317.0|1169.172847|1117.832065|51.340782|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||15333.8613516375
Agency_20|SKU_07|201306|7.965|26.04751131|889520921.0|531683569.0|1|1825752.0|102317.0|1154.223305|1154.223305|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||9193.388624325
Agency_20|SKU_07|201307|9.2925|25.10925926|869768947.0|508376577.0|1|1825752.0|102317.0|1156.571477|1025.885375|130.686102|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||9533.039847187501
Agency_20|SKU_07|201308|11.9475|24.9027027|757916529.0|532480057.0|1|1825752.0|102317.0|1157.447995|934.3253825999999|223.12261239999998|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||11162.852508613498
Agency_20|SKU_07|201309|8.4075|23.35642202|789624076.0|454252482.0|1|1825752.0|102317.0|1270.701541|1270.701541|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0||10683.4232059575
Agency_20|SKU_07|201310|13.7175|24.45515695|791658684.0|480693900.0|1|1825752.0|102317.0|1297.539072|1297.539072|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0||17798.99222016
Agency_20|SKU_07|201311|5.7525|22.57066667|806253783.0|434960682.0|1|1825752.0|102317.0|1295.757727|1295.757727|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0||7453.8463245675
Agency_20|SKU_07|201312|11.0625|22.85962441|785511080.0|424138427.0|1|1825752.0|102317.0|1311.578258|1311.578258|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||14509.334479125
Agency_20|SKU_07|201401|8.4075|21.65178571|763723622.0|481364863.0|1|1825752.0|102317.0|1300.38618|1246.210169|54.176010999999995|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||10477.5119958675
Agency_20|SKU_07|201402|4.425|25.33913043|734443953.0|425528909.0|1|1825752.0|102317.0|1294.922034|1152.620339|142.301695|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||5100.345000075
Agency_20|SKU_07|201403|6.6375|26.3126087|828278650.0|557166363.0|1|1825752.0|102317.0|1299.894407|1299.894407|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0||8628.0491264625
Agency_20|SKU_07|201404|5.7525|27.62123894|873734739.0|514349463.0|1|1825752.0|102317.0|1319.629477|1319.629477|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||7591.1685664425
Agency_20|SKU_07|201405|1.77|25.66294643|887472626.0|574689995.0|1|1825752.0|102317.0|1393.830971|1393.830971|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||2467.08081867
Agency_20|SKU_07|201406|4.425|24.67412281|865152191.0|553838801.0|1|1825752.0|102317.0|1358.7188859999999|1358.7188859999999|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||6012.331070549999
Agency_20|SKU_07|201407|7.965|24.62342342|837253085.0|550644737.0|1|1825752.0|102317.0|1373.59678|1237.15678|136.44|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||9853.9537527
Agency_20|SKU_07|201408|0.4425|25.12747748|867388593.0|522726357.0|1|1825752.0|102317.0|1365.955933|1365.955933|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||604.4355003525
Agency_20|SKU_07|201409|4.8675|24.16462882|767383003.0|413051813.0|1|1825752.0|102317.0|1350.883359|1350.883359|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0||6575.424749932499
Agency_20|SKU_07|201410|10.1775|23.6193133|790867324.0|438831227.0|1|1825752.0|102317.0|1373.718909|1373.718909|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0||13981.0241963475
Agency_20|SKU_07|201411|5.31|22.78781513|715784335.0|484133145.0|1|1825752.0|102317.0|1374.217306|1374.217306|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0||7297.09389486
Agency_20|SKU_07|201412|9.735|21.97531915|696401477.0|522571730.0|1|1825752.0|102317.0|1365.4215980000001|1365.4215980000001|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||13292.379256530001
Agency_20|SKU_07|201501|1.77|21.64206009|762225057.0|498567142.0|1|1825752.0|102317.0|1324.592797|1324.592797|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||2344.52925069
Agency_20|SKU_07|201502|1.77|23.05485232|717053984.0|417947202.0|1|1825752.0|102317.0|1372.6258480000001|1372.6258480000001|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||2429.5477509600005
Agency_20|SKU_07|201503|4.8675|23.60811966|871204688.0|515468092.0|1|1825752.0|102317.0|1379.897408|1379.897408|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0||6716.65063344
Agency_20|SKU_07|201504|3.54|27.09399142|860265890.0|503173607.0|1|1825752.0|102317.0|1372.289215|1347.472651|24.816564|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||4770.05318454
Agency_20|SKU_07|201505|4.8675|25.9625|927833877.0|572293344.0|1|1825752.0|102317.0|1384.178465|1360.091127|24.087338|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||6620.243560672499
Agency_20|SKU_07|201506|1.77|24.70753138|899297932.0|549967070.0|1|1825752.0|102317.0|1366.474577|1366.474577|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||2418.66000129
Agency_20|SKU_07|201507|11.0625|25.02882096|897112934.0|573927221.0|1|1825752.0|102317.0|1368.080339|1368.080339|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||15134.388750187502
Agency_20|SKU_07|201508|8.85|25.82179487|875384686.0|573733505.0|1|1825752.0|102317.0|1380.7568130000002|1358.325152|22.431661|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||12021.177595199999
Agency_20|SKU_07|201509|4.8675|24.22576419|742568762.0|553979958.0|1|1825752.0|102317.0|1382.31356|1382.31356|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0||6728.4112533
Agency_20|SKU_07|201510|4.425|24.64364407|761469815.0|544203593.0|1|1825752.0|102317.0|1390.3207619999998|1381.783157|8.537605000000001|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||6114.390469725
Agency_20|SKU_07|201511|2.2125|24.29531915|798860058.0|561516727.0|1|1825752.0|102317.0|1382.486949|1382.486949|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0||3058.7523746625
Agency_20|SKU_07|201512|4.8675|23.44774775|822672453.0|568138672.0|1|1825752.0|102317.0|1394.735058|1387.5454949999998|7.189563000000001|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||6753.877696912499
Agency_20|SKU_07|201601|1.3275|20.73839662|787479774.0|517389425.0|1|1825752.0|102317.0|1357.783821|1345.365485|12.418336|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||1785.9726813374998
Agency_20|SKU_07|201602|3.0975|23.62352941|729418593.0|532697061.0|1|1825752.0|102317.0|1353.445111|1320.150196|33.294915|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||4089.1652321100005
Agency_20|SKU_07|201603|2.2125|24.33153153|852685632.0|556542731.0|1|1825752.0|102317.0|1387.302712|1369.10339|18.199322|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||3029.141250375
Agency_20|SKU_07|201604|0.885|27.71855204|864686985.0|589172265.0|1|1825752.0|102317.0|1367.519492|1310.5067800000002|57.012712|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0||1159.7985003000001
Agency_20|SKU_07|201605|5.31|28.41489362|953568835.0|555318882.0|1|1825752.0|102317.0|1365.3708880000001|1333.011939|32.358948999999996|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||7078.293396089999
Agency_20|SKU_07|201606|5.31|25.21678632|912787084.0|538687923.0|1|1825752.0|102317.0|1388.330582|1379.42874|8.901842|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||7324.7666094
Agency_20|SKU_07|201607|5.7525|25.267897|938467950.0|558020105.0|1|1825752.0|102317.0|1373.231323|1332.442666|40.788657|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||7664.876436165
Agency_20|SKU_07|201608|6.195|25.139173|930171702.0|668934850.0|1|1825752.0|102317.0|1378.577179|1337.079389|41.49779|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||8283.206814855
Agency_20|SKU_07|201609|4.8675|24.73105417|904326556.0|615784543.0|1|1825752.0|102317.0|1367.8793779999999|1360.283051|7.5963270000000005|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0||6621.1777507424995
Agency_20|SKU_07|201610|8.4075|24.31916667|889355958.0|629490371.0|1|1825752.0|102317.0|1365.81986|1231.853943|133.965917|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||10356.812025772502
Agency_20|SKU_07|201611|3.54|22.97935685|883100473.0|608313158.0|1|1825752.0|102317.0|1365.065333|1248.12298|116.942353|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0||4418.3553492
Agency_20|SKU_07|201612|0.885|24.04158424|890156001.0|622509370.0|1|1825752.0|102317.0|1369.0677970000002|1234.444068|134.623729|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||1092.48300018
Agency_20|SKU_07|201701|0.4425|26.1441343|845614054.0|562154016.0|1|1825752.0|102317.0|1368.922577|1306.341152|62.581425|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||578.05595976
Agency_20|SKU_07|201702|1.3275|25.24265696|850913048.0|530252010.0|1|1825752.0|102317.0|1533.325424|1399.1015949999999|134.223829|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||1857.3073673624997
Agency_20|SKU_07|201703|3.9825|25.37481605|886129111.0|613143990.0|1|1825752.0|102317.0|1527.911358|1420.568677|107.342681|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0||5657.4147561525
Agency_20|SKU_07|201704|3.9825|27.10920424|940912941.0|589969396.0|1|1825752.0|102317.0|1525.111488|1400.357439|124.754049|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||5576.9235008175
Agency_20|SKU_07|201705|3.54|28.47927244|917412482.0|628759461.0|1|1825752.0|102317.0|1537.063226|1415.841745|121.22148100000001|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||5012.0797772999995
Agency_20|SKU_07|201706|1.77|29.60925926|928366256.0|636846973.0|1|1825752.0|102317.0|1533.325424|1432.594286|100.731138|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||2535.69188622
Agency_20|SKU_07|201707|4.425|27.65113122|926635433.0|670015726.0|1|1825752.0|102317.0|1531.165265|1408.135483|123.02978200000001|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||6230.999512275
Agency_20|SKU_07|201708|1.3275|28.41741071|1049868815.0|623319783.0|1|1825752.0|102317.0|1521.444552|1455.9283300000002|65.516222|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||1932.7448580750001
Agency_20|SKU_07|201709|0.0|27.59111111|984438234.0|604571152.0|1|1825752.0|102317.0|1521.444552|1455.9283300000002|65.516222|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|DataCheck|0.0
Agency_20|SKU_07|201710|0.0|27.55882353|996763883.0|616747012.0|1|1825752.0|102317.0|1521.444552|1455.9283300000002|65.516222|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|DataCheck|0.0
Agency_20|SKU_07|201711|0.885|27.67409091|967899589.0|592195062.0|1|1825752.0|102317.0|1533.325424|1333.998305|199.32711899999998|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0||1180.5884999250002
Agency_20|SKU_07|201712|2.2125|23.08106889|919709619.0|618073219.0|1|1825752.0|102317.0|1533.325424|1410.656949|122.668475|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||3121.0784996625
Agency_20|SKU_21|201611|26.42265|22.97935685|883100473.0|608313158.0|1|1825752.0|102317.0|1874.830745|1600.177063|274.653682|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0||42280.91847367695
Agency_20|SKU_21|201612|37.8927|24.04158424|890156001.0|622509370.0|1|1825752.0|102317.0|1906.2514989999997|1656.8952060000001|249.35629300000002|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||62784.2329723962
Agency_20|SKU_21|201701|13.38705|26.1441343|845614054.0|562154016.0|1|1825752.0|102317.0|1920.730141|1687.2392960000002|233.490845|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||22587.156817516803
Agency_20|SKU_21|201702|19.1061|25.24265696|850913048.0|530252010.0|1|1825752.0|102317.0|1890.926607|1646.6517390000001|244.27486800000003|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||31461.092790507904
Agency_20|SKU_21|201703|36.4869|25.37481605|886129111.0|613143990.0|1|1825752.0|102317.0|1885.2277739999997|1565.041565|320.18620899999996|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0||57103.5150779985
Agency_20|SKU_21|201704|10.76715|27.10920424|940912941.0|589969396.0|1|1825752.0|102317.0|1931.9156039999998|1719.9434039999999|211.9722|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||18518.8886223786
Agency_20|SKU_21|201705|23.48325|28.47927244|917412482.0|628759461.0|1|1825752.0|102317.0|2075.786202|684.4803587|1391.3058429999999|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||16073.823383441777
Agency_20|SKU_21|201706|0.03195|29.60925926|928366256.0|636846973.0|1|1825752.0|102317.0|2212.464789|1916.0563379999999|296.40845099999996|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||61.217999999099995
Agency_20|SKU_21|201707|0.03195|27.65113122|926635433.0|670015726.0|1|1825752.0|102317.0|1857.042254|1727.1126769999998|129.929577|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||55.18125003015
Agency_20|SKU_21|201708|0.03195|28.41741071|1049868815.0|623319783.0|1|1825752.0|102317.0|4780.985916|4491.760563|289.225353|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||143.51174998784998
Agency_20|SKU_21|201709|0.0|27.59111111|984438234.0|604571152.0|1|1825752.0|102317.0|4780.985916|4491.760563|289.225353|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|DataCheck|0.0
Agency_20|SKU_21|201710|0.0|27.55882353|996763883.0|616747012.0|1|1825752.0|102317.0|4780.985916|4491.760563|289.225353|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|DataCheck|0.0
Agency_20|SKU_21|201711|0.03195|27.67409091|967899589.0|592195062.0|1|1825752.0|102317.0|2058.8028170000002|1852.8169010000001|205.985916|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0||59.19749998695001
Agency_20|SKU_21|201712|0.0|23.08106889|919709619.0|618073219.0|1|1825752.0|102317.0|1857.042254|1727.1126769999998|129.929577|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|DataCheck|0.0
Agency_20|SKU_23|201608|0.09|25.139173|930171702.0|668934850.0|1|1825752.0|102317.0|4252.425|4252.425|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||382.71825
Agency_20|SKU_23|201609|0.18|24.73105417|904326556.0|615784543.0|1|1825752.0|102317.0|3968.93|3968.93|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0||714.4073999999999
Agency_20|SKU_23|201610|0.0|24.31916667|889355958.0|629490371.0|1|1825752.0|102317.0|4252.416892|3416.876351|835.540541|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|DataCheck|0.0
Agency_20|SKU_23|201611|0.54|22.97935685|883100473.0|608313158.0|1|1825752.0|102317.0|4252.425|3712.9971909999995|539.427809|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0||2005.01848314
Agency_20|SKU_23|201612|0.18|24.04158424|890156001.0|622509370.0|1|1825752.0|102317.0|4256.335|3951.7975|304.5375|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||711.32355
Agency_20|SKU_23|201701|0.0|26.1441343|845614054.0|562154016.0|1|1825752.0|102317.0|4260.425|3964.6970590000005|295.727941|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|DataCheck|0.0
Agency_20|SKU_23|201702|0.0|25.24265696|850913048.0|530252010.0|1|1825752.0|102317.0|4260.377543|3942.50339|317.874153|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|DataCheck|0.0
Agency_20|SKU_23|201703|0.0|25.37481605|886129111.0|613143990.0|1|1825752.0|102317.0|4260.271154|3716.9091340000004|543.36202|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|DataCheck|0.0
Agency_20|SKU_23|201705|0.0|28.47927244|917412482.0|628759461.0|1|1825752.0|102317.0|4259.306928|3837.361446|421.945482|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|DataCheck|0.0
Agency_20|SKU_23|201706|0.81|29.60925926|928366256.0|636846973.0|1|1825752.0|102317.0|4260.520238|4187.478571|73.041667|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||3391.85764251
Agency_20|SKU_23|201707|0.36|27.65113122|926635433.0|670015726.0|1|1825752.0|102317.0|4261.167857|4261.167857|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||1534.02042852
Agency_20|SKU_23|201708|0.0|28.41741071|1049868815.0|623319783.0|1|1825752.0|102317.0|4260.196428|4260.196428|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|DataCheck|0.0
Agency_20|SKU_23|201709|0.0|27.59111111|984438234.0|604571152.0|1|1825752.0|102317.0|4260.196428|4260.196428|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|DataCheck|0.0
Agency_20|SKU_23|201710|0.0|27.55882353|996763883.0|616747012.0|1|1825752.0|102317.0|4260.196428|4260.196428|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|DataCheck|0.0
Agency_20|SKU_23|201712|3.6|23.08106889|919709619.0|618073219.0|1|1825752.0|102317.0|4252.425|4252.425|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||15308.730000000001
Agency_21|SKU_01|201301|36.828|25.845238100000003|718394219.0|492612703.0|1|26635.0|130092.0|1167.0|1070.9424490000001|96.057551|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||39440.668511772004
Agency_21|SKU_01|201302|42.012|29.31309524|753938444.0|431937346.0|1|26635.0|130092.0|1167.0|1069.415649|97.584351|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||44928.290245788005
Agency_21|SKU_01|201303|45.792|29.42235294|892192092.0|509281531.0|1|26635.0|130092.0|1201.576208|1100.922465|100.653743|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0||50413.44151728001
Agency_21|SKU_01|201304|57.888000000000005|32.43372093|838099501.0|532390389.0|1|26635.0|130092.0|1235.1875|1132.293494|102.894006|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||65546.20578067201
Agency_21|SKU_01|201305|51.408|32.15764706|864420003.0|551755254.0|1|26635.0|130092.0|1247.008928|1143.147584|103.86134399999999|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||58766.930998272
Agency_21|SKU_01|201306|43.74|30.98941176|889520921.0|531683569.0|1|26635.0|130092.0|1251.893673|1148.1808640000002|103.712809|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||50221.43099136001
Agency_21|SKU_01|201307|45.9|30.58352941|869768947.0|508376577.0|1|26635.0|130092.0|1252.0675|1149.831176|102.236324|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||52777.25097839999
Agency_21|SKU_01|201308|38.448|30.31190476|757916529.0|532480057.0|1|26635.0|130092.0|1252.1397470000002|1153.400106|98.739641|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||44345.927275488
Agency_21|SKU_01|201309|26.028000000000002|28.75714286|789624076.0|454252482.0|1|26635.0|130092.0|1252.1875|1147.9862560000001|104.20124399999999|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0||29879.786271168006
Agency_21|SKU_01|201310|36.18|29.26309524|791658684.0|480693900.0|1|26635.0|130092.0|1252.035261|1146.363992|105.671269|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0||41475.44923056
Agency_21|SKU_01|201311|42.012|26.42117647|806253783.0|434960682.0|1|26635.0|130092.0|1252.050034|1099.565701|152.48433300000002|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0||46194.954230412
Agency_21|SKU_01|201312|42.443999999999996|26.21375|785511080.0|424138427.0|1|26635.0|130092.0|1252.141304|1092.9403869999999|159.200917|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||46388.76178582799
Agency_21|SKU_01|201401|34.236|24.95529412|763723622.0|481364863.0|1|26635.0|130092.0|1251.651222|1083.850355|167.80086699999998|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||37106.700753779995
Agency_21|SKU_01|201402|38.124|28.88588235|734443953.0|425528909.0|1|26635.0|130092.0|1252.1875|1003.1791789999999|249.008321|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||38245.203020196
Agency_21|SKU_01|201403|38.124|30.85617978|828278650.0|557166363.0|1|26635.0|130092.0|1251.416962|1013.0819759999999|238.334986|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0||38622.737253024
